Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2009","2009","kg/ha","67.12","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2010","2010","kg/ha","71.88","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2011","2011","kg/ha","73.22","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2012","2012","kg/ha","75.98","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2013","2013","kg/ha","76.85","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2014","2014","kg/ha","75.23","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2015","2015","kg/ha","75.45","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2016","2016","kg/ha","77.65","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2017","2017","kg/ha","77.11","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2018","2018","kg/ha","75.86","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3102","Nutrient nitrogen N (total)","2019","2019","kg/ha","75.63","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1961","1961","kg/ha","19.4","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1962","1962","kg/ha","20.47","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1963","1963","kg/ha","22.24","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1964","1964","kg/ha","24.21","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1965","1965","kg/ha","25.59","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1966","1966","kg/ha","27.42","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1967","1967","kg/ha","29.05","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1968","1968","kg/ha","29.57","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1969","1969","kg/ha","29.87","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1970","1970","kg/ha","30.88","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1971","1971","kg/ha","32.75","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1972","1972","kg/ha","34.56","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1973","1973","kg/ha","36.81","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1974","1974","kg/ha","32.45","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1975","1975","kg/ha","33.02","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1976","1976","kg/ha","35.72","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1977","1977","kg/ha","36.08","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1978","1978","kg/ha","37.76","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1979","1979","kg/ha","38.06","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1980","1980","kg/ha","35.9","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1981","1981","kg/ha","33.9","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1982","1982","kg/ha","32.57","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1983","1983","kg/ha","33.76","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1984","1984","kg/ha","33.7","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1985","1985","kg/ha","31.98","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1986","1986","kg/ha","31.52","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1987","1987","kg/ha","32.11","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1988","1988","kg/ha","31.85","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1989","1989","kg/ha","32.02","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1990","1990","kg/ha","28.28","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1991","1991","kg/ha","27.08","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1992","1992","kg/ha","27.02","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1993","1993","kg/ha","27.46","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1994","1994","kg/ha","27.28","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1995","1995","kg/ha","27.36","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1996","1996","kg/ha","28.36","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1997","1997","kg/ha","28.3","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1998","1998","kg/ha","27.75","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","1999","1999","kg/ha","27.12","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2000","2000","kg/ha","26.14","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2001","2001","kg/ha","26","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2002","2002","kg/ha","26.01","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2003","2003","kg/ha","27.79","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2004","2004","kg/ha","27.61","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2005","2005","kg/ha","26.65","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2006","2006","kg/ha","26.03","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2007","2007","kg/ha","26.66","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2008","2008","kg/ha","19.13","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2009","2009","kg/ha","20.41","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2010","2010","kg/ha","24.01","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2011","2011","kg/ha","23.88","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2012","2012","kg/ha","25.41","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2013","2013","kg/ha","25.33","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2014","2014","kg/ha","24.76","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2015","2015","kg/ha","25.43","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2016","2016","kg/ha","25.89","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2017","2017","kg/ha","26.95","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2018","2018","kg/ha","26.75","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3103","Nutrient phosphate P2O5 (total)","2019","2019","kg/ha","26.58","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1961","1961","kg/ha","16.96","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1962","1962","kg/ha","18.01","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1963","1963","kg/ha","18.98","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1964","1964","kg/ha","19.74","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1965","1965","kg/ha","20.95","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1966","1966","kg/ha","22.16","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1967","1967","kg/ha","24.33","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1968","1968","kg/ha","24.41","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1969","1969","kg/ha","25.09","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1970","1970","kg/ha","26.9","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1971","1971","kg/ha","28.52","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1972","1972","kg/ha","29.21","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1973","1973","kg/ha","31.97","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1974","1974","kg/ha","30.18","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1975","1975","kg/ha","30.53","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1976","1976","kg/ha","32.62","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1977","1977","kg/ha","32.68","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1978","1978","kg/ha","33.9","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1979","1979","kg/ha","35.26","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1980","1980","kg/ha","33.71","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1981","1981","kg/ha","32.97","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1982","1982","kg/ha","31.06","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1983","1983","kg/ha","32.35","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1984","1984","kg/ha","32.71","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1985","1985","kg/ha","31.64","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1986","1986","kg/ha","31.35","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1987","1987","kg/ha","31.07","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1988","1988","kg/ha","31.29","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1989","1989","kg/ha","30.68","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1990","1990","kg/ha","28.07","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1991","1991","kg/ha","25.73","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1992","1992","kg/ha","25.02","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1993","1993","kg/ha","25.41","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1994","1994","kg/ha","25.7","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1995","1995","kg/ha","26.2","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1996","1996","kg/ha","26.63","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1997","1997","kg/ha","26.91","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1998","1998","kg/ha","25.74","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","1999","1999","kg/ha","24.75","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2000","2000","kg/ha","23.75","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2001","2001","kg/ha","23.28","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2002","2002","kg/ha","23.3","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2003","2003","kg/ha","25.11","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2004","2004","kg/ha","24.69","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2005","2005","kg/ha","22.92","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2006","2006","kg/ha","23.37","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2007","2007","kg/ha","24.06","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2008","2008","kg/ha","16.66","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2009","2009","kg/ha","17.56","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2010","2010","kg/ha","20.92","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2011","2011","kg/ha","20.51","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2012","2012","kg/ha","21.61","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2013","2013","kg/ha","23.09","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2014","2014","kg/ha","22.1","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2015","2015","kg/ha","22.39","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2016","2016","kg/ha","22.72","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2017","2017","kg/ha","23.55","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2018","2018","kg/ha","23.35","Fc","Calculated data"
"EF","Fertilizers indicators","5873","OECD","5159","Use per area of cropland","3104","Nutrient potash K2O (total)","2019","2019","kg/ha","22.87","Fc","Calculated data"
